,fips_x,median_household_income,unemployment_rate_x,no_health_insurance_p,income_below_poverty_p,vacant_housing_units_p,median_home_value,over25_bachelors_or_higher_p,pop_foreign_born_p,households_with_internet_subscription_p,median_age,total_population,population_density,black_african_american_p,pop_per_sq_mile,housing_per_sq_mile,n_hospital_beds_2017,n_hospitals_2017,total_hosp_ftes_2017,n_active_mds_2017,n_hospital_admissions_2017,prev_hosp_stays_rate_2017,n_patient_days_short_term_2017,n_medicare_bene_2017,n_medicare_eligible_2018,n_airborn_infec_iso_rooms_2017,n_critical_access_hosp_2017,n_critical_access_st_gen_hosp_2017,n_fqhcs_2018,n_hosp_airborn_infec_iso_rooms_2017,n_hosp_with_ct_2017,n_hosp_with_ed_2017,n_hosp_with_telehealth_eicu_2017,n_hosp_with_urgent_care_2017,n_65yo_below_poverty_level_2017,n_65yo_below_deep_poverty_2017,n_people_below_poverty_level_2017,n_person_below_deep_poverty_level_2017,n_short_term_comm_hosp_2017,n_short_term_gen_hosp_2017,n_skilled_nursing_2017,n_st_gen_hosp_lt50_beds_2017,n_st_gen_hosp_lt100_beds_2017,n_st_gen_hosp_lt200_bed_2017,n_st_gen_hosp_lt300_bed_2017,n_st_gen_hosp_gt300_bed_2017,n_hosp_telemed_chronic_care_2017,n_hosp_telemed_postdischarge_2017,p_65yo_below_poverty_level_2017,p_people_below_deep_poverty_2017,avg_hh_size_2010,census_pop_2000,dist_st_hosp_00_04_services_2017,dist_other_hosp_00_04_services_2017,dist_st_hosp_00_39p_util_rate_2017,dist_st_hosp_05_14_services_2017,dist_other_hosp_05_14_services_2017,dist_st_hosp_15_24_services_2017,dist_other_hosp_15_24_services_2017,dist_st_hosp_25_services_2017,dist_other_hosp_25_services_2017,dist_st_hosp_40_59p_util_rate_2017,dist_st_hosp_60_79p_util_rate_2017,dist_st_hosp_80p_util_rate_2017,n_ed_visits_st_hosp_2017,n_ed_visits_other_hosp_2017,n_licensed_beds_st_hosp_2017,n_licensed_beds_all_hosp_2017,n_households_2010,n_outpatient_visits_st_gen_hosp_2017,n_outpatient_visits_va_hosp_2017,n_male_60_64_2010,n_male_65_74_2010,n_male_75_84_2010,n_total_female_2017,n_total_male_2017,n_pop_2017,n_pop_65yo_2010,n_pop_2018,n_pop_65yo_2017,n_st_comm_hosp_admissions_2017,n_st_comm_hosp_beds_2017,n_st_gen_hosp_admissions_2017,n_st_gen_hosp_beds_2017,n_active_mds_total_2017,n_inpatient_beds_2017,n_medsurg_icu_beds_2017,n_cardiac_icu_beds_2017,n_other_icu_beds_2017,n_neonatal_icu_beds_2017,n_peds_icu_beds_2017,n_burn_icu_beds_2017,n_hosp_with_medsurg_icu_2017,n_hosp_with_cardiac_icu_2017,n_hosp_with_other_icu_2017,n_hosp_with_neonatal_icu_2017,n_hosp_with_peds_icu_2017,n_hosp_with_burn_icu_2017,n_hosp_nursing_home_beds_2017,n_fac_nursing_home_beds_2018,p_18_64_no_insurance_allincome,p_18_64_no_insurance_200poverty,p_18_64_no_insurance_400poverty,n_medsurg_card_other_icu_beds_2017,n_nursing_home_beds_2017,p_nonwhite,p_white,prop_diabetes,CHD_hosp,ob_prev_adj,hypertension_hosp,prop_edu_less_high_school,prop_edu_less_college,prop_food_stamp_SNAP_recip,median_HHI,income_inequal,prop_poverty,unemployment_rate_y,annual_PM2.5,prop_uninsured,prop_medicaid_eligible,n_households,avg_hh_size,n_65_living_alone,p_65_living_alone,n_hh_grandparents_with_under18,p_hh_grandparents_with_under18,n_hh_with_computer,p_hh_with_computer,n_hh_with_broadband,p_hh_with_broadband,n_usa_native,p_usa_native,gini_coef,p_hh_renter,ice_wb_income,p_group_quarters,premature_mort,severe_housing_problems,severe_housing_cost_burden,p_crowded_housing,high_housing_cost,empower_medicare_bene,empower_power_depend,county_name,case1,case2,case3,fips_y,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,total_1,total_2,total_3
119,6079,70699,4.6,7.5,13.3,13.0,537900,34.6,10.3,86.2,39.1,281455,0.33,1.7,81.7,35.6,1615,6,2293,772,20435,2142.0,68101,49056.0,66077.0,8,0,0,18.0,1,1,1,0,0,2999,1103,36420,20046,4,4,7.0,0,3,1,0,0,0,0,22,76,248,246681.0,3,2,0,0,0,0,0,1,0,4,0,0,86832,4500,122,122,102016,296803,0,8543,10054,5993,139697,143708,283405.0,41022,284010,54893,16662,392,16662,392,785,392,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,86.0,151.0,127.0,10,0.0,29.8788775,70.1211225,6.9,32.2,23.2,86.1,9.5,66.0,6.5,69.5,0.452,11.0,3.0,10.5,7.0,24.2,105317.0,2.52,12626.0,12.0,4210.0,3.997455302,97444.0,92.5,90752.0,86.2,252344.0,89.7,0.4538,39.2,0.309342271,0.058392994,5351.81475,0.236350471,0.196121873,3.4061916,41792.0,60435.0,1831.0,"San Luis Obispo County, California",4.796503881615179e-06,1.2790677017640476e-05,1.403421506102219e-05,6079.0,12.666666666666666,23.833333333333332,16.166666666666668,5.333333333333333,3.6666666666666665,7.166666666666667,3.6666666666666665,-0.5,8.0,4.0,5.333333333333333,3.1666666666666665,6.0,4.833333333333333,4.5,4.0,3.1666666666666665,6.333333333333333,3.6666666666666665,3.3333333333333335,1.8333333333333333,-2.5,2.8333333333333335,-1.0,-9.0,-3.1666666666666665,4.0,2.1666666666666665,-3.3333333333333335,-14.5,-14.166666666666666,-9.166666666666666,-7.833333333333333,-16.666666666666668,-27.166666666666668,-31.166666666666668,-36.166666666666664,-28.666666666666668,-28.666666666666668,-27.5,-28.666666666666668,-29.333333333333332,-34.5,-33.666666666666664,-26.5,-23.5,-25.166666666666668,-26.333333333333332,-28.833333333333332,-33.0,-47.666666666666664,-30.666666666666668,-29.666666666666668,-32.5,-35.166666666666664,-27.666666666666668,-31.666666666666668,-42.666666666666664,-31.333333333333332,-23.333333333333332,-21.5,-28.0,-30.833333333333332,-32.666666666666664,-29.666666666666668,-29.333333333333332,-25.0,-23.166666666666668,-22.833333333333332,-22.666666666666668,-23.5,-24.166666666666668,-22.833333333333332,-20.666666666666668,-21.5,-19.0,-21.0,-22.666666666666668,-186.66666666666666,-623.3333333333334,-495.6666666666667
120,6029,52479,10.3,9.0,22.0,9.4,205200,16.1,20.0,76.8,31.5,883053,0.42,5.1,103.3,35.0,1644,11,681,1140,69994,4824.0,317052,60993.0,121686.0,34,3,3,38.0,2,4,4,0,1,10278,3283,191123,80097,10,9,17.0,1,2,3,2,1,1,0,38,95,315,661645.0,5,2,1,0,0,0,0,4,0,3,5,0,326572,5825,1094,1094,254610,922114,0,16807,20810,10185,435125,457994,893119.0,75437,896764,95307,66568,1597,64652,1527,1157,1527,103,8,8,49,8,7,4,1,1,3,1,1,125,0.0,114.0,156.0,141.0,119,125.0,65.52169802,34.47830198,9.5,62.4,30.4,129.0,26.2,84.2,17.9,49.8,0.462,22.4,8.4,19.7,8.1,41.9,267913.0,3.18,21551.0,8.0,26965.0,10.06483448,228712.0,85.4,205715.0,76.8,706709.0,80.0,0.4645,42.0,0.163247024,0.035248167000000004,7822.443712,0.25148248,0.176877143,9.028917300000002,98963.0,108431.0,5438.0,"Kern County, California",6.794609157094761e-07,2.1686127559727445e-05,3.0179389006095897e-05,6029.0,11.666666666666666,12.833333333333334,7.5,4.0,5.5,6.166666666666667,6.5,0.8333333333333334,9.666666666666666,5.333333333333333,6.666666666666667,8.0,8.0,8.5,11.166666666666666,10.0,8.666666666666666,10.833333333333334,8.333333333333334,9.0,8.0,5.833333333333333,11.666666666666666,7.5,-2.3333333333333335,4.5,7.666666666666667,7.5,3.6666666666666665,7.333333333333333,-0.8333333333333334,2.0,-3.5,-8.333333333333334,-12.5,-16.333333333333332,-17.666666666666668,-15.333333333333334,-17.833333333333332,-21.0,-19.333333333333332,-18.0,-20.833333333333332,-22.0,-16.833333333333332,-16.666666666666668,-15.666666666666666,-16.5,-16.166666666666668,-18.5,-24.0,-23.166666666666668,-22.666666666666668,-30.5,-26.0,-20.5,-19.666666666666668,-26.0,-20.0,-17.166666666666668,-15.166666666666666,-16.5,-21.833333333333332,-21.166666666666668,-16.666666666666668,-17.5,-17.166666666666668,-15.666666666666666,-15.666666666666666,-15.166666666666666,-14.0,-13.833333333333334,-13.0,-13.333333333333334,-14.0,-10.666666666666666,-10.666666666666666,-9.0,6.166666666666667,-411.8333333333333,-308.1666666666667
121,6059,85398,5.1,8.4,11.5,5.4,652900,39.9,30.2,89.3,37.8,3164182,15.41,1.6,3807.7,1326.8,6260,31,5346,10462,282698,3125.0,1140939,198932.0,517276.0,228,0,0,34.0,10,10,10,1,2,37981,12305,378459,165607,25,21,73.0,0,0,9,4,8,2,3,29,53,299,2846289.0,11,7,3,0,0,0,2,10,1,9,8,1,815113,105396,3806,4209,992781,3582646,0,70010,86857,47665,1615726,1574674,3190400.0,349677,3185968,456229,275861,5683,254972,5251,10618,5251,317,75,12,172,19,8,10,5,1,8,3,1,0,495.0,102.0,200.0,163.0,404,495.0,58.32990162,41.67009838,7.8,49.7,19.2,114.2,15.3,60.9,7.9,81.6,0.47,11.1,3.2,10.6,8.2,25.5,1032373.0,3.02,93044.0,9.0,84140.0,8.150155031,974586.0,94.4,921485.0,89.3,2208880.0,69.8,0.47,42.6,0.301553799,0.013714445,4158.295385,0.276260582,0.203676606,8.924598699999997,434454.0,466311.0,11047.0,"Orange County, California",1.927828424534366e-06,1.7777106373780016e-05,2.1379933265532766e-05,6059.0,1.5,3.5,1.3333333333333333,1.8333333333333333,1.6666666666666667,2.1666666666666665,0.6666666666666666,-5.166666666666667,2.5,1.6666666666666667,3.6666666666666665,4.0,3.1666666666666665,3.3333333333333335,3.5,-3.0,3.1666666666666665,7.333333333333333,2.6666666666666665,2.5,1.5,2.0,1.8333333333333333,1.8333333333333333,-7.0,1.5,-9.0,-4.166666666666667,-6.0,-6.666666666666667,-11.833333333333334,-8.5,-16.5,-22.166666666666668,-22.166666666666668,-22.833333333333332,-29.166666666666668,-27.0,-27.666666666666668,-28.333333333333332,-28.333333333333332,-27.5,-29.5,-31.5,-27.666666666666668,-27.166666666666668,-26.833333333333332,-28.666666666666668,-27.5,-30.333333333333332,-36.833333333333336,-39.5,-37.666666666666664,-32.333333333333336,-41.666666666666664,-34.166666666666664,-29.5,-42.5,-33.666666666666664,-29.166666666666668,-28.666666666666668,-30.666666666666668,-31.333333333333332,-33.333333333333336,-33.0,-31.833333333333332,-29.666666666666668,-29.333333333333332,-29.666666666666668,-28.833333333333332,-28.0,-30.5,-28.666666666666668,-29.0,-29.0,-27.833333333333332,-26.5,-25.666666666666668,-179.16666666666666,-635.1666666666666,-594.3333333333334
122,6081,113776,4.1,4.8,7.0,5.2,994100,49.9,34.8,89.7,39.6,765935,6.59,2.2,1602.2,604.4,1165,7,0,3610,43322,2254.0,233780,53009.0,131906.0,55,0,0,12.0,4,5,5,3,0,7474,2786,54981,25705,7,7,14.0,1,1,3,1,1,0,1,25,34,275,707161.0,1,0,1,1,0,0,0,5,0,4,1,1,228639,0,1272,1272,257837,1208773,0,19651,22692,12983,390965,380445,771410.0,96262,769545,121720,43322,1165,43322,1165,3690,1165,89,0,0,0,0,0,5,0,0,0,0,0,116,0.0,64.0,181.0,136.0,89,116.0,59.48424069,40.51575931,6.8,37.7,20.8,86.3,11.1,51.5,4.0,107.1,0.484,6.6,2.4,9.2,5.2,17.4,261969.0,2.89,25805.0,9.9,18289.0,6.98136039,247758.0,94.6,234946.0,89.7,499203.0,65.2,0.4852,40.1,0.329229794,0.01302591,3469.7978310000008,0.240980324,0.177895434,7.7155495,99156.0,109613.0,2124.0,"San Mateo County, California",9.13915671695379e-06,3.2052328200173646e-05,3.4728795524424395e-05,6081.0,3.0,2.8333333333333335,11.833333333333334,4.0,1.8333333333333333,1.6666666666666667,1.1666666666666667,2.6666666666666665,4.666666666666667,4.5,6.333333333333333,5.833333333333333,5.833333333333333,3.3333333333333335,1.3333333333333333,4.333333333333333,4.666666666666667,6.833333333333333,3.8333333333333335,0.6666666666666666,-2.0,-5.833333333333333,-0.3333333333333333,-0.16666666666666666,0.8333333333333334,0.3333333333333333,-0.6666666666666666,-4.5,-17.333333333333332,-15.333333333333334,-5.833333333333333,-22.5,-26.5,-22.166666666666668,-24.166666666666668,-24.666666666666668,-29.833333333333332,-34.833333333333336,-35.5,-32.166666666666664,-30.666666666666668,-34.0,-39.833333333333336,-38.5,-31.166666666666668,-30.0,-33.5,-33.166666666666664,-34.833333333333336,-44.833333333333336,-46.0,-43.833333333333336,-31.666666666666668,-36.166666666666664,-35.833333333333336,-34.833333333333336,-37.833333333333336,-43.333333333333336,-34.166666666666664,-30.5,-39.333333333333336,-47.166666666666664,-46.833333333333336,-44.666666666666664,-45.666666666666664,-47.166666666666664,-45.5,-45.666666666666664,-45.5,-44.5,-43.5,-44.833333333333336,-45.666666666666664,-46.166666666666664,-45.0,-43.5,-41.333333333333336,-40.833333333333336,-231.0,-727.6666666666666,-867.5
123,6077,61145,8.7,7.5,15.9,5.9,313800,18.4,23.3,79.9,34.1,732212,2.03,6.8,492.6,168.0,1150,8,112,1177,62414,3915.0,253191,54666.0,115609.0,18,0,0,24.0,3,3,3,2,0,8338,2484,121296,50497,7,7,25.0,1,1,2,3,0,0,0,30,71,312,563598.0,4,0,0,0,0,0,1,3,0,3,2,2,342499,0,401,436,215007,1490780,0,15023,17793,9486,373936,371488,745424.0,71181,752660,92800,60670,1115,60670,1115,1198,1115,30,0,8,24,0,0,2,0,1,1,0,0,38,190.0,97.0,147.0,128.0,38,228.0,67.36507852,32.63492148,10.0,62.4,29.5,134.9,21.6,81.9,16.5,59.0,0.455,14.6,6.2,11.9,7.3,38.1,226727.0,3.16,19495.0,8.6,25224.0,11.12527401,201039.0,88.7,181235.0,79.9,561324.0,76.7,0.4546,44.4,0.157758009,0.021843401,7218.594399,0.259043707,0.190427882,7.1020694,88818.0,99715.0,3128.0,"San Joaquin County, California",2.7997355957017915e-06,1.4681540318924028e-05,1.8232424489082398e-05,6077.0,7.333333333333333,8.833333333333334,4.833333333333333,3.8333333333333335,3.8333333333333335,6.0,5.666666666666667,14.5,13.333333333333334,8.333333333333334,6.0,8.5,9.833333333333334,7.5,11.166666666666666,9.0,8.833333333333334,10.666666666666666,8.166666666666666,9.0,5.166666666666667,1.8333333333333333,6.0,9.333333333333334,6.166666666666667,7.5,8.166666666666666,7.166666666666667,-0.3333333333333333,-6.0,-3.6666666666666665,-5.0,-8.5,-5.833333333333333,-12.166666666666666,-15.666666666666666,-16.166666666666668,-16.833333333333332,-21.0,-20.0,-17.166666666666668,-19.666666666666668,-25.833333333333332,-20.333333333333332,-17.166666666666668,-17.166666666666668,-17.0,-16.666666666666668,-17.0,-25.166666666666668,-32.5,-21.666666666666668,-19.0,-20.0,-21.333333333333332,-19.166666666666668,-15.666666666666666,-25.666666666666668,-16.666666666666668,-16.333333333333332,-15.333333333333334,-18.0,-19.333333333333332,-17.166666666666668,-17.5,-18.333333333333332,-17.0,-16.5,-16.5,-16.5,-14.5,-13.333333333333334,-14.0,-15.333333333333334,-14.666666666666666,-12.666666666666666,-12.833333333333334,-9.833333333333334,-21.666666666666668,-409.1666666666667,-312.3333333333333
124,8031,63793,4.0,10.3,13.8,6.3,357300,47.9,15.6,83.7,34.4,693417,17.47,9.0,3922.6,1868.0,2545,11,2969,4209,80497,2876.0,439835,34823.0,99763.0,193,0,0,21.0,5,5,5,1,2,7988,2933,100611,48061,5,6,22.0,0,0,0,3,3,0,0,39,72,222,554636.0,1,4,0,0,0,0,0,5,1,3,3,0,261787,239,2425,2471,263107,1762444,488707,13645,14552,8180,351586,353035,704621.0,62132,716492,81648,73991,1742,78707,2013,4280,2013,159,8,37,121,28,0,5,2,1,4,2,0,0,44.0,124.0,219.0,187.0,204,44.0,44.41668574,55.58331426,5.7,43.7,16.3,110.7,13.3,53.5,12.5,61.0,0.5,14.0,2.3,8.2,10.3,,294358.0,2.31,28506.0,9.7,11957.0,4.062060484,270265.0,91.8,246405.0,83.7,585007.0,84.4,0.4958,50.4,0.244871891,0.021515192,6412.713632,0.193676463,0.162402229,3.381582,101430.0,75866.0,7560.0,"Denver County, Colorado",1.0671789125446882e-05,7.92452449247711e-05,0.00013527213783336723,8031.0,-3.8333333333333335,-0.3333333333333333,-3.5,-2.5,-6.333333333333333,-1.1666666666666667,1.8333333333333333,4.0,-7.0,0.6666666666666666,-4.0,3.0,5.166666666666667,8.166666666666666,4.5,2.8333333333333335,5.166666666666667,8.666666666666666,7.166666666666667,10.166666666666666,12.666666666666666,13.5,12.5,14.833333333333334,9.833333333333334,13.333333333333334,7.5,-0.8333333333333334,-3.5,-2.3333333333333335,0.5,-10.333333333333334,-9.5,-37.166666666666664,-31.5,-26.5,-21.833333333333332,-17.5,-22.166666666666668,-28.333333333333332,-31.666666666666668,-39.666666666666664,-37.833333333333336,-34.5,-29.666666666666668,-26.166666666666668,-27.0,-41.5,-37.0,-34.0,-30.0,-24.333333333333332,-26.666666666666668,-27.5,-30.166666666666668,-29.666666666666668,-29.666666666666668,-51.166666666666664,-45.0,-36.833333333333336,-34.333333333333336,-45.666666666666664,-33.666666666666664,-35.166666666666664,-28.5,-25.166666666666668,-29.666666666666668,-29.5,-30.0,-32.333333333333336,-29.333333333333332,-29.0,-21.5,-28.166666666666668,-24.166666666666668,-24.666666666666668,-23.5,-32.166666666666664,-59.0,-638.6666666666666,-618.3333333333334
125,8059,78943,3.7,5.8,7.4,3.6,366800,44.1,6.6,88.4,40.4,570427,2.88,1.0,699.5,300.9,813,5,459,1295,29933,2503.0,135687,36501.0,113563.0,57,0,0,8.0,2,2,2,0,0,4421,1643,43339,19664,4,3,23.0,1,0,0,1,1,0,0,20,35,242,527056.0,1,2,2,0,0,0,0,2,0,0,1,0,134188,13628,637,637,218160,325268,0,16171,17542,9139,288088,286525,574613.0,67411,580233,92236,29753,807,28185,759,1324,759,54,12,24,20,0,0,2,1,1,1,0,0,118,0.0,78.0,170.0,134.0,90,118.0,20.94227664,79.05772336,5.1,45.8,20.1,102.8,5.7,56.9,5.6,74.3,0.435,7.0,2.2,8.4,6.6,,230153.0,2.44,22848.0,9.9,8722.0,3.78965297,216387.0,94.0,203457.0,88.4,532825.0,93.4,0.4337,29.6,0.359930133,0.015390225,5349.610988,0.14316479,0.12873556,1.3652027,67344.0,103726.0,12377.0,"Jefferson County, Colorado",4.820949919972231e-06,6.205877351527891e-05,5.2329220040425855e-05,8059.0,-3.6666666666666665,-0.5,-3.3333333333333335,-4.0,-7.833333333333333,-2.0,4.0,2.8333333333333335,-11.5,-0.3333333333333333,-7.833333333333333,0.0,2.6666666666666665,7.0,1.0,-4.333333333333333,0.3333333333333333,4.5,5.833333333333333,6.833333333333333,9.5,11.333333333333334,8.5,9.833333333333334,6.333333333333333,11.0,7.0,-0.6666666666666666,-2.8333333333333335,2.1666666666666665,6.5,-7.0,0.6666666666666666,-34.833333333333336,-29.666666666666668,-22.5,-15.0,-12.833333333333334,-11.5,-11.666666666666666,-22.833333333333332,-35.5,-35.166666666666664,-27.5,-22.666666666666668,-17.833333333333332,-17.833333333333332,-38.166666666666664,-32.666666666666664,-27.166666666666668,-19.833333333333332,-14.5,-17.333333333333332,-18.333333333333332,-20.666666666666668,-16.833333333333332,-18.833333333333332,-48.5,-40.5,-31.666666666666668,-24.666666666666668,-42.333333333333336,-27.333333333333332,-27.333333333333332,-19.666666666666668,-14.833333333333334,-21.166666666666668,-18.666666666666668,-19.833333333333332,-21.666666666666668,-17.833333333333332,-15.666666666666666,-7.666666666666667,-17.333333333333332,-10.5,-12.333333333333334,-7.666666666666667,-21.166666666666668,-39.833333333333336,-475.3333333333333,-419.8333333333333
126,8001,67575,4.4,11.1,11.5,3.9,273000,23.6,15.4,82.1,33.6,497115,1.65,3.1,378.2,139.7,1439,5,5435,1367,57188,3250.0,238397,21590.0,67297.0,113,0,0,14.0,3,3,3,1,0,3906,1012,59050,22443,4,3,15.0,0,1,1,0,1,1,1,22,46,285,363857.0,0,1,0,0,0,0,0,3,1,2,0,1,151762,126379,928,1521,153764,1364173,0,9140,9691,4931,249119,254048,503167.0,36862,511868,50831,56654,1368,41239,882,1382,882,80,29,24,63,0,19,3,1,1,3,0,1,0,103.0,138.0,227.0,192.0,133,103.0,49.41039487,50.58960513,8.0,59.6,26.6,122.8,17.4,76.9,10.3,65.4,0.406,11.7,2.6,9.2,12.0,,164353.0,3.0,11382.0,6.9,15119.0,9.199101933,151894.0,92.4,134902.0,82.1,420568.0,84.6,0.4075,34.8,0.25242009600000004,0.008126892,6436.163193,0.184862415,0.14538989300000002,5.2951241,56236.0,57074.0,7405.0,"Adams County, Colorado",1.810446275006789e-06,6.256097683634571e-05,0.00010430182151011334,8001.0,-3.1666666666666665,-1.0,-1.5,-2.0,-7.0,-0.16666666666666666,4.666666666666667,5.5,-6.833333333333333,4.666666666666667,-3.6666666666666665,3.6666666666666665,5.0,10.333333333333334,4.0,-1.0,4.666666666666667,8.833333333333334,6.666666666666667,9.5,12.833333333333334,14.333333333333334,11.5,13.833333333333334,8.333333333333334,11.833333333333334,7.0,1.3333333333333333,-3.0,2.0,4.0,-5.5,-2.8333333333333335,-30.166666666666668,-21.833333333333332,-18.166666666666668,-12.0,-5.666666666666667,-10.0,-10.5,-23.833333333333332,-28.333333333333332,-27.666666666666668,-23.166666666666668,-17.166666666666668,-15.833333333333334,-16.166666666666668,-30.166666666666668,-24.166666666666668,-20.5,-16.0,-12.166666666666666,-15.0,-16.333333333333332,-17.166666666666668,-13.666666666666666,-15.666666666666666,-40.5,-31.5,-23.0,-19.5,-35.0,-20.166666666666668,-21.5,-15.0,-9.166666666666666,-15.0,-16.166666666666668,-13.833333333333334,-14.833333333333334,-12.5,-13.5,-5.333333333333333,-12.0,-9.333333333333334,-7.833333333333333,-5.0,-13.833333333333334,4.0,-394.0,-314.0
127,8069,67664,5.0,6.3,12.0,8.3,336200,46.3,5.5,88.0,35.9,338161,0.5,0.9,115.4,51.1,660,5,0,833,32546,2572.0,131754,35776.0,64093.0,41,1,1,5.0,4,4,4,1,1,2569,983,40006,20564,5,5,15.0,1,2,1,1,0,1,2,21,64,242,251494.0,1,0,2,0,0,0,0,4,0,2,1,0,153996,0,546,546,120295,582431,0,8154,9447,4668,172237,171739,343976.0,35541,350518,51994,32546,660,32546,660,858,660,47,12,0,32,0,0,4,1,0,1,0,0,0,0.0,84.0,150.0,126.0,59,0.0,16.26050588,83.73949412,4.7,45.7,18.7,97.8,4.2,54.1,6.2,66.6,0.45,11.2,2.0,6.6,7.3,,133527.0,2.46,12232.0,9.2,4105.0,3.074284602,127107.0,95.2,117442.0,88.0,319501.0,94.5,0.4497,35.4,0.297145896,0.028365187000000007,5144.343186,0.172566725,0.158090335,1.4620465,43325.0,57082.0,4343.0,"Larimer County, Colorado",5.0271911899952985e-06,2.2622360354978843e-05,2.8240985802620647e-05,8069.0,1.6666666666666667,-0.16666666666666666,2.1666666666666665,-0.3333333333333333,-6.666666666666667,0.3333333333333333,4.0,8.0,-4.833333333333333,-0.8333333333333334,-5.0,4.166666666666667,5.666666666666667,8.333333333333334,7.166666666666667,-2.1666666666666665,1.6666666666666667,11.166666666666666,9.666666666666666,11.333333333333334,15.166666666666666,20.166666666666668,12.166666666666666,17.333333333333332,12.666666666666666,15.833333333333334,7.833333333333333,0.8333333333333334,-4.0,1.8333333333333333,10.666666666666666,1.3333333333333333,4.833333333333333,-29.666666666666668,-26.166666666666668,-19.5,-17.0,-9.333333333333334,-5.166666666666667,-6.833333333333333,-18.666666666666668,-34.333333333333336,-30.833333333333332,-23.666666666666668,-20.166666666666668,-11.5,-14.666666666666666,-33.166666666666664,-29.166666666666668,-24.0,-19.166666666666668,-12.333333333333334,-11.0,-15.833333333333334,-13.5,-14.333333333333334,-17.666666666666668,-48.5,-36.0,-26.833333333333332,-23.0,-41.166666666666664,-29.166666666666668,-29.5,-24.666666666666668,-12.833333333333334,-11.333333333333334,-13.833333333333334,-14.0,-20.833333333333332,-16.0,-16.833333333333332,-4.0,-11.833333333333334,-8.166666666666666,-8.333333333333334,-6.333333333333333,-22.666666666666668,36.0,-404.5,-377.3333333333333
128,8013,78642,4.8,5.0,12.5,6.3,462200,60.8,10.8,89.6,36.2,321030,1.71,0.8,405.6,175.0,721,5,273,1164,35342,2793.0,126126,25586.0,54866.0,55,0,0,5.0,4,4,4,0,1,2484,886,39882,21421,4,4,10.0,0,0,4,0,0,0,1,23,70,239,291288.0,0,0,1,0,1,0,0,4,0,2,1,0,126476,0,727,831,119300,656130,0,7782,7905,3779,160157,162357,322514.0,29521,326078,44222,31913,617,31913,617,1189,617,59,0,0,44,0,0,4,1,0,3,0,0,15,0.0,77.0,157.0,132.0,59,15.0,21.1311404,78.8688596,4.6,46.5,14.8,91.2,5.4,39.6,4.7,74.8,0.479,10.8,2.1,7.7,7.2,,125894.0,2.46,11993.0,9.5,2766.0,2.197086438,120276.0,95.5,112827.0,89.6,286338.0,89.2,0.4802,38.0,0.366617948,0.036183534,4225.187598,0.196873852,0.177866259,1.7348392,42036.0,45088.0,3570.0,"Boulder County, Colorado",6.074198673021213e-06,3.504345388281469e-05,5.638102358035075e-05,8013.0,-3.5,-1.5,0.3333333333333333,-2.6666666666666665,-7.166666666666667,0.16666666666666666,3.5,5.166666666666667,-7.666666666666667,2.6666666666666665,-4.833333333333333,2.1666666666666665,2.3333333333333335,8.666666666666666,5.0,-6.166666666666667,1.5,6.0,7.0,8.833333333333334,13.166666666666666,19.5,12.5,14.333333333333334,6.333333333333333,11.0,5.0,-7.5,-6.0,-2.3333333333333335,2.8333333333333335,-11.166666666666666,-4.0,-39.0,-31.666666666666668,-22.166666666666668,-18.166666666666668,-17.0,-16.333333333333332,-19.166666666666668,-30.333333333333332,-38.666666666666664,-31.5,-29.0,-25.166666666666668,-23.166666666666668,-23.666666666666668,-42.333333333333336,-34.166666666666664,-26.666666666666668,-22.666666666666668,-18.333333333333332,-24.666666666666668,-24.666666666666668,-25.5,-20.666666666666668,-21.333333333333332,-51.166666666666664,-42.166666666666664,-35.833333333333336,-32.166666666666664,-47.0,-32.666666666666664,-30.333333333333332,-26.166666666666668,-20.166666666666668,-25.666666666666668,-25.166666666666668,-25.666666666666668,-27.333333333333332,-18.833333333333332,-20.166666666666668,-12.333333333333334,-22.166666666666668,-18.166666666666668,-20.166666666666668,-14.333333333333334,-25.0,-58.5,-549.1666666666666,-521.5
