,fips_x,median_household_income,unemployment_rate_x,no_health_insurance_p,income_below_poverty_p,vacant_housing_units_p,median_home_value,over25_bachelors_or_higher_p,pop_foreign_born_p,households_with_internet_subscription_p,median_age,total_population,population_density,black_african_american_p,pop_per_sq_mile,housing_per_sq_mile,n_hospital_beds_2017,n_hospitals_2017,total_hosp_ftes_2017,n_active_mds_2017,n_hospital_admissions_2017,prev_hosp_stays_rate_2017,n_patient_days_short_term_2017,n_medicare_bene_2017,n_medicare_eligible_2018,n_airborn_infec_iso_rooms_2017,n_critical_access_hosp_2017,n_critical_access_st_gen_hosp_2017,n_fqhcs_2018,n_hosp_airborn_infec_iso_rooms_2017,n_hosp_with_ct_2017,n_hosp_with_ed_2017,n_hosp_with_telehealth_eicu_2017,n_hosp_with_urgent_care_2017,n_65yo_below_poverty_level_2017,n_65yo_below_deep_poverty_2017,n_people_below_poverty_level_2017,n_person_below_deep_poverty_level_2017,n_short_term_comm_hosp_2017,n_short_term_gen_hosp_2017,n_skilled_nursing_2017,n_st_gen_hosp_lt50_beds_2017,n_st_gen_hosp_lt100_beds_2017,n_st_gen_hosp_lt200_bed_2017,n_st_gen_hosp_lt300_bed_2017,n_st_gen_hosp_gt300_bed_2017,n_hosp_telemed_chronic_care_2017,n_hosp_telemed_postdischarge_2017,p_65yo_below_poverty_level_2017,p_people_below_deep_poverty_2017,avg_hh_size_2010,census_pop_2000,dist_st_hosp_00_04_services_2017,dist_other_hosp_00_04_services_2017,dist_st_hosp_00_39p_util_rate_2017,dist_st_hosp_05_14_services_2017,dist_other_hosp_05_14_services_2017,dist_st_hosp_15_24_services_2017,dist_other_hosp_15_24_services_2017,dist_st_hosp_25_services_2017,dist_other_hosp_25_services_2017,dist_st_hosp_40_59p_util_rate_2017,dist_st_hosp_60_79p_util_rate_2017,dist_st_hosp_80p_util_rate_2017,n_ed_visits_st_hosp_2017,n_ed_visits_other_hosp_2017,n_licensed_beds_st_hosp_2017,n_licensed_beds_all_hosp_2017,n_households_2010,n_outpatient_visits_st_gen_hosp_2017,n_outpatient_visits_va_hosp_2017,n_male_60_64_2010,n_male_65_74_2010,n_male_75_84_2010,n_total_female_2017,n_total_male_2017,n_pop_2017,n_pop_65yo_2010,n_pop_2018,n_pop_65yo_2017,n_st_comm_hosp_admissions_2017,n_st_comm_hosp_beds_2017,n_st_gen_hosp_admissions_2017,n_st_gen_hosp_beds_2017,n_active_mds_total_2017,n_inpatient_beds_2017,n_medsurg_icu_beds_2017,n_cardiac_icu_beds_2017,n_other_icu_beds_2017,n_neonatal_icu_beds_2017,n_peds_icu_beds_2017,n_burn_icu_beds_2017,n_hosp_with_medsurg_icu_2017,n_hosp_with_cardiac_icu_2017,n_hosp_with_other_icu_2017,n_hosp_with_neonatal_icu_2017,n_hosp_with_peds_icu_2017,n_hosp_with_burn_icu_2017,n_hosp_nursing_home_beds_2017,n_fac_nursing_home_beds_2018,p_18_64_no_insurance_allincome,p_18_64_no_insurance_200poverty,p_18_64_no_insurance_400poverty,n_medsurg_card_other_icu_beds_2017,n_nursing_home_beds_2017,p_nonwhite,p_white,prop_diabetes,CHD_hosp,ob_prev_adj,hypertension_hosp,prop_edu_less_high_school,prop_edu_less_college,prop_food_stamp_SNAP_recip,median_HHI,income_inequal,prop_poverty,unemployment_rate_y,annual_PM2.5,prop_uninsured,prop_medicaid_eligible,n_households,avg_hh_size,n_65_living_alone,p_65_living_alone,n_hh_grandparents_with_under18,p_hh_grandparents_with_under18,n_hh_with_computer,p_hh_with_computer,n_hh_with_broadband,p_hh_with_broadband,n_usa_native,p_usa_native,gini_coef,p_hh_renter,ice_wb_income,p_group_quarters,premature_mort,severe_housing_problems,severe_housing_cost_burden,p_crowded_housing,high_housing_cost,empower_medicare_bene,empower_power_depend,county_name,case1,case2,case3,fips_y,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,total_1,total_2,total_3
54,39035,48435,8.3,6.0,18.1,13.0,128000,31.9,7.2,77.1,40.3,1253783,10.59,29.3,2800.0,1360.0,6612,21,1552,8892,271141,5902.0,1581981,123886.0,263068.0,323,0,0,32.0,13,14,14,5,7,22004,6676,225265,107136,17,16,101.0,0,0,6,4,6,4,3,33,87,229,1393978.0,2,4,0,0,0,0,0,14,1,7,8,1,988368,12121,6851,6903,545056,12006485,1514954,34479,41689,27389,652801,595713,1248514.0,198541,1243857,221994,253142,5717,263329,6220,9008,6220,420,213,49,166,51,14,14,10,2,5,3,1,321,0.0,76.0,132.0,108.0,682,321.0,40.42916509,59.57083491,9.3,84.1,29.3,171.6,10.9,68.5,20.1,46.7,0.51,18.3,6.1,13.2,6.3,27.3,538531.0,2.27,74779.0,13.9,21382.0,3.970430672,460818.0,85.6,415149.0,77.1,1163154.0,92.8,0.5124,41.6,0.047165344000000005,0.022978458,8965.179268,0.18044958100000005,0.163317142,1.1126797,174573.0,235926.0,10936.0,"Cuyahoga County, Ohio",5.942017079510569e-06,3.9281119619583294e-05,4.41862746583739e-05,39035.0,-0.3333333333333333,6.333333333333333,-2.5,1.3333333333333333,2.6666666666666665,-0.16666666666666666,3.0,11.5,23.833333333333332,4.166666666666667,2.3333333333333335,2.1666666666666665,-2.6666666666666665,0.8333333333333334,1.8333333333333333,12.333333333333334,1.0,4.666666666666667,4.166666666666667,12.166666666666666,1.0,9.333333333333334,38.5,18.833333333333332,1.0,4.333333333333333,12.0,4.166666666666667,-3.1666666666666665,6.5,-2.6666666666666665,-9.0,-12.166666666666666,-10.0,-10.5,-22.0,-3.3333333333333335,-23.0,-26.666666666666668,-10.5,-6.0,-20.166666666666668,-28.333333333333332,-0.6666666666666666,-28.0,-23.333333333333332,-16.5,-10.333333333333334,-11.333333333333334,-1.5,-21.5,-11.833333333333334,-18.833333333333332,-7.833333333333333,-24.833333333333332,-24.5,-7.666666666666667,-24.666666666666668,-30.166666666666668,-21.666666666666668,-22.666666666666668,-22.333333333333332,-30.5,-14.0,-5.0,-9.666666666666666,-23.333333333333332,-21.833333333333332,-17.166666666666668,-13.0,-1.1666666666666667,-29.0,-4.833333333333333,-6.833333333333333,-15.0,-20.5,-11.666666666666666,10.0,16.166666666666668,-325.0,-310.3333333333333
55,39155,45975,5.2,7.3,17.5,10.0,102500,18.5,1.5,74.0,44.2,201794,1.26,8.2,340.1,155.5,493,3,333,205,25249,6202.0,102936,24195.0,52550.0,12,0,0,5.0,1,1,1,0,1,2767,810,34254,15883,3,2,18.0,0,0,1,1,0,0,0,21,80,240,225116.0,1,1,0,0,0,0,0,1,0,0,2,0,168752,0,207,207,86011,427991,0,6850,8806,5141,102590,97790,200380.0,36617,198627,42012,25249,493,23958,428,209,428,12,0,0,0,0,0,1,0,0,0,0,0,0,0.0,88.0,140.0,114.0,12,0.0,11.88408424,88.11591576,11.2,100.2,35.7,184.6,11.0,81.3,14.4,45.9,0.446,17.6,6.1,11.2,6.7,24.3,86163.0,2.3,12041.0,14.0,4174.0,4.844306721000001,71214.0,82.7,63726.0,74.0,198704.0,98.5,0.4494,29.3,0.108097443,0.019301862,10556.27477,0.127778418,0.113963039,1.2028739,21414.0,47148.0,2568.0,"Trumbull County, Ohio",7.433323091865962e-07,4.0635499568867264e-05,3.716661545932981e-05,39155.0,1.3333333333333333,3.8333333333333335,3.0,0.5,4.166666666666667,1.8333333333333333,3.5,7.666666666666667,12.0,8.666666666666666,2.0,7.0,2.5,6.666666666666667,5.5,16.166666666666668,11.166666666666666,9.5,8.333333333333334,12.5,4.666666666666667,13.333333333333334,29.5,27.833333333333332,5.166666666666667,10.166666666666666,22.5,11.0,8.5,15.5,18.166666666666668,1.8333333333333333,2.1666666666666665,2.3333333333333335,-2.6666666666666665,-7.5,3.8333333333333335,-4.5,-17.666666666666668,-8.0,-2.6666666666666665,-8.833333333333334,-18.833333333333332,0.16666666666666666,-12.0,-12.166666666666666,-7.0,-2.5,-1.5,6.833333333333333,-7.5,6.0,-9.5,-1.0,-9.833333333333334,-15.0,2.1666666666666665,-27.333333333333332,-15.666666666666666,-10.0,-8.833333333333334,-7.666666666666667,-17.666666666666668,-4.166666666666667,-2.0,4.333333333333333,-13.833333333333334,-10.166666666666666,-6.666666666666667,-2.1666666666666665,11.666666666666666,-15.166666666666666,12.166666666666666,-2.1666666666666665,-4.166666666666667,-5.166666666666667,-1.3333333333333333,19.5,182.66666666666666,-146.16666666666666,-79.16666666666667
56,40143,53902,5.5,14.0,15.1,10.6,150500,31.2,8.8,81.8,35.5,642781,4.35,9.9,1058.1,470.7,3193,20,2920,1742,143997,5024.0,617560,64564.0,116584.0,117,0,0,7.0,7,8,8,0,0,6317,1959,97358,43305,11,10,32.0,4,1,2,0,3,0,0,24,69,246,563299.0,2,2,4,0,1,0,4,8,3,2,3,1,341259,9204,2873,3347,241737,1233421,0,14499,17144,9694,330896,315370,646266.0,72856,648360,90426,125909,2467,125082,2445,1788,2445,195,102,42,138,27,13,6,3,2,4,2,1,0,0.0,189.0,349.0,267.0,339,0.0,35.30785366,64.69214634,9.4,77.1,29.9,167.4,11.0,69.1,13.9,51.5,0.482,15.7,4.7,9.3,15.9,26.2,251176.0,2.53,25826.0,10.3,12930.0,5.14778482,225658.0,89.8,205466.0,81.8,586031.0,91.2,0.4825,41.0,0.153020193,0.012559488,8743.487179000002,0.15379145,0.129466002,2.8199992000000003,71206.0,110427.0,5659.0,"Tulsa County, Oklahoma",8.556569033621093e-07,2.4891837188715907e-05,2.1002487627979045e-05,40143.0,4.166666666666667,0.6666666666666666,7.666666666666667,0.3333333333333333,6.5,-0.8333333333333334,5.0,6.0,-8.833333333333334,-1.0,3.8333333333333335,5.833333333333333,8.0,16.166666666666668,19.666666666666668,18.0,3.6666666666666665,14.5,10.0,15.5,17.0,17.0,4.0,2.3333333333333335,14.5,22.833333333333332,23.166666666666668,6.5,-2.1666666666666665,-5.833333333333333,-4.833333333333333,1.6666666666666667,3.3333333333333335,-6.0,-9.166666666666666,-14.833333333333334,-25.5,-15.5,-4.333333333333333,1.5,-6.666666666666667,-12.333333333333334,-16.666666666666668,-21.666666666666668,-25.5,-12.166666666666666,-7.5,-13.0,-23.666666666666668,-27.666666666666668,-23.0,-19.833333333333332,-10.333333333333334,-8.5,-11.166666666666666,-9.166666666666666,-17.5,-35.833333333333336,-23.833333333333332,-15.833333333333334,-5.0,-5.833333333333333,-16.0,-11.166666666666666,-19.666666666666668,-10.833333333333334,-4.833333333333333,-21.333333333333332,-3.8333333333333335,-12.666666666666666,-6.833333333333333,-11.166666666666666,-14.666666666666666,-11.833333333333334,-2.3333333333333335,-2.0,1.1666666666666667,-5.0,54.0,-305.0,-203.5
57,41047,56097,6.1,8.5,15.2,6.7,225800,22.8,12.6,83.2,36.4,335553,1.1,1.2,266.7,102.3,1181,4,1277,607,31029,2932.0,125435,21197.0,67900.0,21,0,0,3.0,3,3,3,0,1,3580,1186,51053,21181,3,3,9.0,2,0,0,0,1,0,0,25,66,270,284834.0,0,1,1,0,0,0,0,3,0,1,1,0,152218,0,582,582,112957,641555,0,8212,9939,5455,171114,170172,341286.0,40549,346868,52060,29765,512,29765,512,626,512,39,18,0,27,0,0,3,2,0,2,1,1,0,76.0,128.0,198.0,167.0,57,76.0,33.47267548,66.52732452,8.9,54.7,34.1,104.4,15.1,77.4,23.3,56.0,0.4270000000000001,13.6,3.5,9.1,9.1,25.3,116861.0,2.78,13109.0,11.2,6858.0,5.868510453,106405.0,91.1,97251.0,83.2,293195.0,87.4,0.4312,40.5,0.195095027,0.030397582000000006,6329.450127,0.20913198,0.14382428,4.6710372000000016,39517.0,60766.0,2751.0,"Marion County, Oregon",4.47023272031542e-06,3.6357892791898744e-05,3.62088850345549e-05,41047.0,-2.8333333333333335,5.666666666666667,11.833333333333334,7.166666666666667,14.0,10.0,8.5,24.666666666666668,-1.6666666666666667,7.333333333333333,11.5,16.5,15.166666666666666,7.333333333333333,6.0,9.666666666666666,6.5,13.166666666666666,17.833333333333332,14.666666666666666,-2.8333333333333335,8.5,8.333333333333334,17.666666666666668,18.0,16.5,15.833333333333334,0.5,-3.6666666666666665,6.666666666666667,14.0,11.333333333333334,12.166666666666666,10.666666666666666,5.666666666666667,13.0,-3.1666666666666665,-15.166666666666666,-23.166666666666668,-16.0,-18.833333333333332,-26.0,-24.5,-25.333333333333332,-22.166666666666668,-16.5,-16.0,-15.0,-19.166666666666668,-21.666666666666668,-17.333333333333332,-12.0,-9.833333333333334,-5.5,-5.333333333333333,-11.0,-8.333333333333334,-21.333333333333332,-8.0,-7.833333333333333,-7.0,-6.0,-9.166666666666666,-19.5,-14.166666666666666,-4.0,-10.333333333333334,-17.166666666666668,-9.333333333333334,-17.0,-10.833333333333334,-10.5,-9.166666666666666,-6.0,-6.0,-5.833333333333333,-9.666666666666666,-15.833333333333334,166.5,-335.0,-203.33333333333334
58,41005,76597,4.7,5.6,8.5,6.0,369100,36.8,8.0,87.3,41.4,405788,0.84,0.9,201.0,83.9,471,3,0,1049,26076,2349.0,105714,23926.0,88361.0,26,0,0,11.0,2,3,3,0,0,4562,1488,35549,15075,3,3,14.0,0,1,1,0,1,0,2,23,38,256,338391.0,0,0,0,0,0,0,0,3,0,1,2,0,124381,0,522,522,145790,513469,0,12043,13644,6324,209593,203079,412672.0,51231,416075,71997,26076,471,26076,471,1078,471,34,20,0,16,0,0,3,1,0,1,0,0,0,45.0,75.0,171.0,128.0,54,45.0,16.68881812,83.31118188,7.2,47.6,27.8,95.2,6.8,64.6,12.0,74.5,0.445,8.7,3.0,9.2,5.8,13.2,155456.0,2.59,17019.0,10.9,7703.0,4.955099835,145407.0,93.5,135722.0,87.3,373126.0,92.0,0.4464,29.5,0.334004477,0.007609885,5263.382619,0.17676565,0.14011646,2.5009427000000004,50200.0,76927.0,2771.0,"Clackamas County, Oregon",1.7250386901534794e-06,1.3307441324041124e-05,1.1335968535294293e-05,41005.0,-6.166666666666667,6.666666666666667,16.166666666666668,10.833333333333334,15.0,10.666666666666666,8.333333333333334,12.166666666666666,-2.5,5.333333333333333,9.333333333333334,13.166666666666666,13.5,7.0,-2.3333333333333335,4.5,3.5,9.333333333333334,12.333333333333334,10.666666666666666,-2.8333333333333335,-1.3333333333333333,6.666666666666667,14.166666666666666,14.5,9.666666666666666,10.333333333333334,-4.333333333333333,-11.166666666666666,-0.6666666666666666,7.666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.6666666666666667,-4.0,-8.166666666666666,-22.0,-27.833333333333332,-21.0,-21.666666666666668,-30.0,-29.5,-26.333333333333332,-25.333333333333332,-19.833333333333332,-20.333333333333332,-21.0,-23.666666666666668,-23.5,-16.5,-14.166666666666666,-9.833333333333334,-5.666666666666667,-8.0,-14.166666666666666,-16.666666666666668,-22.833333333333332,-12.5,-10.666666666666666,-13.0,-9.5,-12.166666666666666,-27.5,-16.5,-7.166666666666667,-15.333333333333334,-23.5,-14.166666666666666,-21.166666666666668,-18.5,-9.833333333333334,-14.0,-7.333333333333333,-11.333333333333334,-12.833333333333334,-13.833333333333334,-25.666666666666668,39.833333333333336,-397.8333333333333,-296.5
59,42043,58916,5.0,5.9,12.7,9.7,165200,30.5,7.5,79.4,39.8,274515,2.02,17.9,510.6,229.3,1392,5,622,1729,67510,3969.0,322841,23259.0,57631.0,90,0,0,6.0,2,2,2,1,2,2820,956,35516,18729,4,2,9.0,0,0,0,0,2,2,1,23,70,237,251798.0,0,3,0,0,0,0,0,2,0,0,1,1,213830,0,1207,1207,110435,1932803,0,7696,8609,5186,142014,133696,275710.0,36841,277097,45591,65442,1320,62757,1189,1766,1189,92,49,69,64,18,0,2,2,2,2,1,0,0,0.0,75.0,134.0,109.0,210,0.0,33.72898299,66.27101701,9.9,79.8,33.5,151.8,10.2,70.2,16.3,60.0,0.447,11.3,4.8,10.7,6.8,20.2,111684.0,2.39,13338.0,11.9,5205.0,4.660470613999999,96990.0,86.8,88673.0,79.4,254048.0,92.5,0.4489,36.8,0.156154866,0.026027722000000003,7731.580962000001,0.141117446,0.132546331,1.5705585,31622.0,50795.0,2022.0,"Dauphin County, Pennsylvania",1.8213940950403438e-07,4.0981367138407735e-05,6.866655738302096e-05,42043.0,0.16666666666666666,4.333333333333333,1.3333333333333333,-1.1666666666666667,4.0,0.8333333333333334,2.0,14.833333333333334,24.5,7.333333333333333,0.8333333333333334,3.5,1.3333333333333333,3.3333333333333335,2.3333333333333335,15.333333333333334,11.5,1.1666666666666667,9.333333333333334,11.166666666666666,2.6666666666666665,16.5,29.666666666666668,22.166666666666668,3.3333333333333335,4.333333333333333,9.833333333333334,7.666666666666667,8.0,10.833333333333334,-1.8333333333333333,-14.666666666666666,-13.166666666666666,-19.666666666666668,-15.833333333333334,-13.833333333333334,-13.833333333333334,-34.5,-24.166666666666668,-34.5,-20.5,-21.166666666666668,-39.5,-30.833333333333332,-23.666666666666668,-33.333333333333336,-28.5,-25.833333333333332,-30.833333333333332,-25.333333333333332,-17.5,-22.666666666666668,-25.0,-24.166666666666668,-31.5,-35.5,-21.166666666666668,-28.333333333333332,-36.0,-28.666666666666668,-24.666666666666668,-31.0,-33.666666666666664,-27.5,-12.333333333333334,-15.833333333333334,-30.0,-26.333333333333332,-30.5,-33.5,-9.166666666666666,-35.666666666666664,-27.333333333333332,-21.0,-20.833333333333332,-34.5,-18.666666666666668,-0.5,8.166666666666666,-544.0,-497.6666666666667
60,42089,63931,7.9,7.1,11.5,30.2,167000,24.4,10.2,82.5,42.8,167586,1.06,13.3,279.2,132.1,311,2,0,197,15203,5321.0,63221,22309.0,35435.0,6,0,0,0.0,1,1,1,0,0,1674,379,18309,7876,2,2,4.0,0,1,0,1,0,0,0,15,48,272,138687.0,1,0,0,0,0,0,0,1,0,2,0,0,64537,0,72,72,61091,220278,0,4922,6042,2990,85016,83030,168046.0,21701,169507,28089,15203,311,15203,311,203,311,12,0,0,0,0,0,1,0,0,0,0,0,0,0.0,84.0,155.0,121.0,12,0.0,33.99623614,66.00376386,7.1,78.0,34.4,158.9,10.8,76.0,13.4,59.6,0.411,12.0,6.4,9.9,7.5,19.9,56770.0,2.91,5643.0,9.9,5037.0,8.872644002000001,51274.0,90.3,46836.0,82.5,150455.0,89.8,0.4147,22.3,0.189008279,0.013694461000000002,7793.9833549999985,0.212060389,0.17803529999999998,1.5506031999999998,21855.0,31052.0,1594.0,"Monroe County, Pennsylvania",1.2829233945556312e-05,0.00022376570835272637,0.00010412564295346866,42089.0,8.333333333333334,11.333333333333334,6.5,3.3333333333333335,5.666666666666667,4.666666666666667,2.0,13.0,13.833333333333334,4.833333333333333,1.1666666666666667,2.1666666666666665,0.6666666666666666,2.5,4.0,12.5,7.833333333333333,4.666666666666667,5.5,7.5,2.5,7.666666666666667,12.5,10.0,4.166666666666667,6.0,7.333333333333333,7.666666666666667,6.5,5.5,0.8333333333333334,-11.833333333333334,-14.0,-20.333333333333332,-19.5,-23.5,-26.833333333333332,-32.5,-30.333333333333332,-33.833333333333336,-26.833333333333332,-27.333333333333332,-41.0,-41.333333333333336,-34.166666666666664,-33.333333333333336,-30.5,-30.333333333333332,-34.833333333333336,-33.666666666666664,-35.166666666666664,-27.666666666666668,-26.666666666666668,-29.833333333333332,-33.166666666666664,-34.333333333333336,-26.166666666666668,-39.333333333333336,-39.0,-24.333333333333332,-23.0,-25.666666666666668,-30.666666666666668,-27.833333333333332,-22.0,-25.333333333333332,-29.5,-24.333333333333332,-24.833333333333332,-32.166666666666664,-18.333333333333332,-34.833333333333336,-26.833333333333332,-18.5,-23.333333333333332,-29.666666666666668,-22.166666666666668,-8.333333333333334,-64.83333333333333,-649.8333333333334,-510.6666666666667
61,42101,43744,10.2,9.1,24.9,12.9,156800,28.6,13.9,73.7,34.3,1575522,45.32,41.0,11379.5,4997.5,7798,29,18706,8843,311974,5607.0,1470624,119263.0,268194.0,406,0,0,59.0,12,12,12,4,3,34553,9271,393924,190718,17,14,46.0,1,0,3,1,9,7,6,47,125,245,1517550.0,2,8,0,0,1,0,0,12,6,6,6,2,857879,165525,5968,7387,599736,5065560,613433,32626,40046,23447,833245,747618,1580863.0,185309,1584138,211624,278454,6196,246398,5711,8921,5711,405,157,102,163,0,10,12,9,6,6,0,1,226,130.0,97.0,132.0,120.0,664,356.0,65.0395357,34.9604643,10.4,87.4,28.6,183.6,16.7,72.9,31.7,41.5,0.522,25.3,6.7,11.2,9.7,37.7,594778.0,2.57,71956.0,12.1,42937.0,7.218995995,499964.0,84.1,438145.0,73.7,1357033.0,86.1,0.5155,47.0,-0.040425167000000005,0.031073511,9745.697304,0.241605714,0.223230595,2.4781828,229695.0,233577.0,10484.0,"Philadelphia County, Pennsylvania",5.553714895761532e-06,0.0001946656409748642,0.0002641664159561085,42101.0,6.166666666666667,7.5,-0.16666666666666666,8.333333333333334,8.333333333333334,8.166666666666666,3.0,13.0,11.333333333333334,6.833333333333333,3.3333333333333335,10.5,8.166666666666666,6.333333333333333,5.833333333333333,6.0,7.5,5.166666666666667,12.0,10.5,-2.6666666666666665,9.333333333333334,14.666666666666666,15.0,7.666666666666667,11.666666666666666,8.666666666666666,3.5,3.6666666666666665,-2.3333333333333335,-12.166666666666666,-20.5,-18.333333333333332,-24.5,-20.5,-21.333333333333332,-30.5,-43.666666666666664,-32.0,-39.0,-26.666666666666668,-29.666666666666668,-42.0,-36.0,-37.333333333333336,-38.0,-30.666666666666668,-32.5,-34.833333333333336,-32.833333333333336,-30.5,-31.666666666666668,-33.5,-32.833333333333336,-37.666666666666664,-41.0,-31.666666666666668,-36.5,-44.5,-32.833333333333336,-32.333333333333336,-33.666666666666664,-36.5,-34.333333333333336,-28.833333333333332,-35.166666666666664,-38.0,-32.666666666666664,-34.833333333333336,-41.0,-20.833333333333332,-42.0,-36.166666666666664,-26.166666666666668,-31.166666666666668,-37.166666666666664,-30.5,-15.833333333333334,-99.83333333333333,-686.8333333333334,-664.5
62,42129,58866,4.4,3.8,10.0,10.9,148900,28.5,1.6,77.8,46.8,354751,1.33,2.4,355.4,163.7,810,5,888,598,24693,4553.0,102727,25681.0,94909.0,0,0,0,4.0,0,0,0,0,0,5115,1723,36111,14594,3,3,19.0,1,0,1,1,0,0,0,23,42,232,369993.0,3,1,0,0,0,0,1,0,0,0,3,0,166043,661,0,353,153650,854801,0,12199,15599,9905,180313,172314,352627.0,68877,350611,78037,24004,417,24004,417,605,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57.0,114.0,87.0,0,0.0,5.396579115,94.60342089,9.1,91.5,29.6,162.8,6.4,72.0,12.0,56.5,0.444,9.8,5.2,9.8,4.7,16.8,151665.0,2.29,21487.0,14.2,5060.0,3.336300399,128622.0,84.8,118048.0,77.8,349167.0,98.4,0.4415,22.5,0.234022352,0.02277372,8257.805311,0.104481561,0.094687203,0.52208143,33467.0,86007.0,5560.0,"Westmoreland County, Pennsylvania",8.456635781153543e-07,2.988011309340918e-05,2.3678580187229917e-05,42129.0,1.3333333333333333,5.166666666666667,7.333333333333333,-0.16666666666666666,4.833333333333333,-1.5,4.0,6.666666666666667,19.0,7.333333333333333,1.1666666666666667,2.0,-4.833333333333333,1.5,-2.1666666666666665,18.5,4.166666666666667,3.5,6.0,6.166666666666667,1.3333333333333333,3.6666666666666665,33.666666666666664,24.0,4.333333333333333,4.666666666666667,19.833333333333332,14.166666666666666,2.3333333333333335,8.0,3.6666666666666665,-7.0,-4.5,-4.833333333333333,-13.5,-22.5,-3.3333333333333335,-27.5,-14.333333333333334,-14.166666666666666,6.166666666666667,-13.0,-30.5,-5.0,-23.5,-20.0,-18.666666666666668,-13.166666666666666,-10.5,-19.833333333333332,-8.666666666666666,-7.5,-14.666666666666666,-1.0,-21.333333333333332,-23.166666666666668,-11.5,-23.0,-24.666666666666668,-12.833333333333334,-8.5,-17.833333333333332,-21.0,-14.5,4.5,2.0,-16.0,-8.666666666666666,-15.166666666666666,-9.666666666666666,3.5,-28.166666666666668,1.1666666666666667,-4.833333333333333,4.333333333333333,-13.0,-6.5,11.166666666666666,48.666666666666664,-287.3333333333333,-174.66666666666666
63,42003,58383,5.3,4.3,12.1,10.1,147700,40.7,5.7,81.5,40.8,1225561,6.48,12.7,1675.6,807.0,6800,26,9767,7796,264349,5185.0,1267814,73164.0,268135.0,286,0,0,24.0,13,13,13,1,3,17799,6453,149568,69800,19,14,61.0,0,0,5,2,7,1,1,31,58,223,1281666.0,1,9,0,0,0,0,1,13,2,3,10,1,695292,104969,5331,6092,533960,3482750,646237,34231,42054,29380,632175,590873,1223048.0,205059,1218452,225605,253349,5744,219556,4882,7928,4882,457,119,18,57,0,23,13,8,1,2,0,2,44,236.0,55.0,110.0,87.0,594,280.0,20.52432102,79.47567898,8.1,85.8,27.8,167.9,5.9,60.0,13.0,56.1,0.486,11.5,5.1,13.3,4.9,17.8,537960.0,2.21,76290.0,14.2,16609.0,3.087404268,471383.0,87.6,438659.0,81.5,1155860.0,94.3,0.4869,35.3,0.190164696,0.028702774,7994.541214,0.140765011,0.131552116,0.83718747,145264.0,236028.0,13793.0,"Allegheny County, Pennsylvania",1.958286858018491e-06,3.2597316657432805e-05,1.864452279405105e-05,42003.0,4.333333333333333,7.166666666666667,-2.3333333333333335,0.16666666666666666,2.5,-1.8333333333333333,0.6666666666666666,13.0,21.5,5.333333333333333,1.1666666666666667,2.5,-3.0,0.16666666666666666,2.8333333333333335,19.333333333333332,0.8333333333333334,4.0,5.333333333333333,6.666666666666667,-0.8333333333333334,10.5,36.0,13.833333333333334,-1.5,3.0,12.166666666666666,5.666666666666667,-0.16666666666666666,2.8333333333333335,-10.166666666666666,-19.833333333333332,-20.0,-20.666666666666668,-26.833333333333332,-28.0,-13.333333333333334,-36.333333333333336,-35.333333333333336,-31.666666666666668,-22.166666666666668,-31.0,-36.166666666666664,-12.5,-36.833333333333336,-35.166666666666664,-32.333333333333336,-29.333333333333332,-27.5,-25.833333333333332,-22.5,-27.5,-34.833333333333336,-27.166666666666668,-36.333333333333336,-36.666666666666664,-22.666666666666668,-38.0,-40.5,-33.166666666666664,-29.833333333333332,-34.666666666666664,-37.333333333333336,-26.833333333333332,-19.5,-26.833333333333332,-35.166666666666664,-31.166666666666668,-34.5,-31.166666666666668,-14.666666666666666,-39.833333333333336,-25.333333333333332,-30.833333333333332,-25.5,-32.166666666666664,-28.833333333333332,-10.5,-81.66666666666667,-601.5,-588.3333333333334
